cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
Diadema;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Tucuruvi;;;;;
São Paulo;Limão;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Casa Verde;;;;;
São Paulo;Bela Vista;São Paulo;Santana;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Pinheiros;;;;;
São Paulo;Consolação;São Paulo;Tatuapé;;;;;
São Paulo;Tucuruvi;São Paulo;Penha;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Casa Verde;São Paulo;República;;;;;
São Paulo;Higienópolis;São Paulo;República;;;;;
São Paulo;Bela Vista;São Paulo;Vila Prudente;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
Diadema;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Casa Verde;;;;;
São Paulo;Santana;São Paulo;Limão;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;São Paulo;Ipiranga;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
Lopes do Sul;República;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;República;;;;;
São Paulo;Limão;São Paulo;Sé;;;;;
São Paulo;República;São Paulo;Sé;;;;;
Santo André;Perdizes;São Paulo;República;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
Suzano;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;São Paulo;República;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
Porto de Barbosa;Lapa;São Paulo;Consolação;;;;;
São Paulo;Santo Amaro;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
Santo André;Sé;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Bela Vista;São Paulo;Consolação;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Santo Amaro;São Paulo;Ipiranga;;;;;
São Paulo;Lapa;São Paulo;Sé;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Penha;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;República;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;São Paulo;Vila Prudente;;;;;
São Paulo;Consolação;São Paulo;Tucuruvi;;;;;
Pereira do Galho;Penha;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Itaquera;São Paulo;Limão;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Bela Vista;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Itaquera;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Sé;São Paulo;Santo Amaro;;;;;
São Paulo;Butantã;São Paulo;Lapa;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Limão;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Casa Verde;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
Osasco;Pinheiros;São Paulo;Tucuruvi;;;;;
Rodrigues;Santana;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Vila Prudente;São Paulo;Casa Verde;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;São Paulo;Vila Prudente;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Santana;São Paulo;Tucuruvi;;;;;
São Paulo;Tucuruvi;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;República;;;;;
São Paulo;Penha;São Paulo;Consolação;;;;;
São Paulo;Itaquera;São Paulo;Limão;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;São Paulo;Santana;;;;;
Campos do Galho;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;São Paulo;Higienópolis;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Santana;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Santana;;;;;
Ribeiro do Amparo;Penha;Não informado;Não informado;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Casa Verde;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Higienópolis;São Paulo;Casa Verde;;;;;
São Paulo;Lapa;São Paulo;Jabaquara;;;;;
São Paulo;Butantã;São Paulo;República;;;;;
São Paulo;Tucuruvi;São Paulo;Penha;;;;;
São Paulo;Santo Amaro;São Paulo;Santana;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Ipiranga;;;;;
São Paulo;Vila Prudente;São Paulo;República;;;;;
Jesus;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Lapa;;;;;
São Paulo;Campo Limpo;São Paulo;Limão;;;;;
São Paulo;Higienópolis;São Paulo;República;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
Ferreira;Perdizes;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Santana;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Limão;;;;;
São Paulo;Butantã;São Paulo;Limão;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Ipiranga;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Ipiranga;São Paulo;Limão;;;;;
São Paulo;Campo Limpo;São Paulo;Casa Verde;;;;;
São Paulo;Casa Verde;São Paulo;República;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Santana;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
São Paulo;República;São Paulo;Limão;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
Nunes Alegre;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Lapa;;;;;
São Paulo;Sé;São Paulo;República;;;;;
São Paulo;Higienópolis;São Paulo;República;;;;;
São Paulo;Perdizes;São Paulo;Sé;;;;;
São Paulo;Jabaquara;São Paulo;Santana;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;São Paulo;Campo Limpo;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Campo Limpo;São Paulo;Santana;;;;;
São Paulo;República;Não informado;Não informado;;;;;
Diadema;Pinheiros;São Paulo;Sé;;;;;
Souza do Campo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Moraes;Itaquera;São Paulo;Butantã;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
Diadema;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Bela Vista;;;;;
Diadema;Centro;São Paulo;Higienópolis;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Santana;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Tatuapé;;;;;
São Paulo;Vila Prudente;São Paulo;Tucuruvi;;;;;
São Paulo;Butantã;São Paulo;Santana;;;;;
São Paulo;República;São Paulo;Itaquera;;;;;
São Paulo;Consolação;São Paulo;Sé;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Suzano;Perdizes;São Paulo;Higienópolis;;;;;
São Paulo;Penha;São Paulo;República;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Sé;São Paulo;Limão;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Consolação;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Campo Limpo;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Limão;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Consolação;;;;;
São Paulo;República;São Paulo;Jabaquara;;;;;
São Paulo;Jabaquara;São Paulo;Consolação;;;;;
Lopes de Goi√°s;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;São Paulo;Penha;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Limão;;;;;
São Paulo;Higienópolis;São Paulo;Limão;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Casa Verde;São Paulo;Penha;;;;;
São Paulo;Lapa;São Paulo;Butantã;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Santana;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Jabaquara;;;;;
São Paulo;Perdizes;São Paulo;Tatuapé;;;;;
São Paulo;Lapa;São Paulo;Tucuruvi;;;;;
São Paulo;Casa Verde;São Paulo;Consolação;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;Santo Amaro;;;;;
São Paulo;Campo Limpo;São Paulo;Pinheiros;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Tucuruvi;;;;;
São Paulo;Campo Limpo;São Paulo;Santana;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Pinheiros;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Bela Vista;São Paulo;Consolação;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Ribeirão Pires;Lapa;São Paulo;Vila Prudente;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
Diadema;Pinheiros;São Paulo;Higienópolis;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
Silveira do Norte;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Sé;;;;;
Rezende;República;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Tucuruvi;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Vila Prudente;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Casa Verde;;;;;
São Paulo;Higienópolis;São Paulo;Itaquera;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Caetano;Vila Prudente;São Paulo;Vila Prudente;;;;;
São Paulo;Vila Prudente;São Paulo;República;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Santana;;;;;
São Paulo;Higienópolis;São Paulo;Perdizes;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Consolação;São Paulo;Casa Verde;;;;;
São Paulo;República;São Paulo;Vila Prudente;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Tucuruvi;São Paulo;Consolação;;;;;
Lima;Sé;São Paulo;Consolação;;;;;
Ribeirão Pires;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Santo Amaro;São Paulo;Bela Vista;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Itaquera;;;;;
São Paulo;Sé;São Paulo;República;;;;;
São Paulo;Santo Amaro;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Lapa;;;;;
São Paulo;Ipiranga;São Paulo;Limão;;;;;
São Paulo;Ipiranga;São Paulo;Casa Verde;;;;;
São Paulo;Pinheiros;São Paulo;Consolação;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Pinheiros;;;;;
Diadema;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;República;;;;;
Ribeirão Pires;República;São Paulo;Consolação;;;;;
