data;nome_estabelecimento;bairro_estabelecimento;categoria_estabelecimento;tipo_cupom;valor_cupom;repasse_picmoney
06/07/2025;Magazine Luiza;Campo Limpo;Barbearias/Salões com estética jovem;Produto;995.66;18.15
19/07/2025;Casas Bahia;República;Lojas de Roupas e Calçados;Cashback;366.57;18.33
09/07/2025;Sesc Paulista;Penha;Barbearias/Salões com estética jovem;Cashback;557.91;27.9
16/07/2025;Drogaria São Paulo;Campo Limpo;Farmácias e Drogarias;Cashback;372.89;18.64
09/07/2025;Açaí no Ponto;Tucuruvi;Lanchonetes e Fast-Food;Produto;532.12;10.96
25/07/2025;Renner;Sé;Lojas de Roupas e Sneakers;Cashback;696.88;34.84
10/07/2025;Forever 21;República;Lojas de Roupas e Calçados;Desconto;919.13;223.69
07/07/2025;Riachuelo;Casa Verde;Igrejas e Lojas de Artigos Religiosos;Produto;528.35;14.23
19/07/2025;Octavio Café;Penha;Cafeterias e Bistrôs Modernos;Cashback;809.75;40.49
18/07/2025;Café Cultura;Butantã;Fisioterapia e Terapias Complementares;Produto;457.75;18.75
21/07/2025;Fleury;Jabaquara;Lojas de Moda Urbana e Alternativa;Cashback;411.94;20.6
30/07/2025;Churrascaria Boi Preto;Itaquera;Lojas de Roupas e Calçados;Cashback;648.09;32.4
06/07/2025;Renner;República;Postos de Combustível e Serviços Automotivos;Produto;481.12;19.61
01/07/2025;Droga Raia;Itaquera;Farmácias e Drogarias;Desconto;644.55;165.74
14/07/2025;Lavoisier;Pinheiros;Clínicas de Saúde e Bem-estar;Desconto;955.98;218.83
18/07/2025;Açaí no Ponto;Itaquera;Lanchonetes e Fast-Food;Desconto;158.17;23.04
30/07/2025;Drogaria São Paulo;Campo Limpo;Lojas de Móveis e Decoração;Produto;109.67;2.76
22/07/2025;Burger King;República;Lojas de Eletrônicos e Games;Produto;839.3;14.44
05/07/2025;Ponto;Tatuapé;Barbearias/Salões com estética jovem;Produto;916.39;38.63
20/07/2025;Burger King;Bela Vista;Lanchonetes e Fast-Food;Produto;288.25;13.95
08/07/2025;Droga Raia;Tucuruvi;Farmácias e Drogarias;Desconto;255.79;54.09
15/07/2025;Smart Fit;Vila Prudente;Produtos Naturais e Fitoterápicos;Desconto;524.63;54.6
15/07/2025;Casas Bahia;Higienópolis;Lojas de Roupas e Calçados;Cashback;731.97;36.6
29/07/2025;Carrefour Express;República;Papelarias, Livrarias e Lojas de Escritório;Cashback;215.64;10.78
05/07/2025;Açaí no Ponto;Jabaquara;Igrejas e Lojas de Artigos Religiosos;Produto;369.31;7.57
02/07/2025;Forever 21;Tatuapé;Lojas de Eletrônicos e Games;Desconto;632.7;145.74
11/07/2025;Carrefour Express;República;Supermercados e Mercados Express;Cashback;451.57;22.58
18/07/2025;Fleury;Pinheiros;Restaurantes com comida caseira;Produto;165.05;2.3
07/07/2025;Starbucks;Butantã;Barbearias/Salões com estética jovem;Produto;184.15;6.64
18/07/2025;Extra;Higienópolis;Supermercados e Mercados Express;Produto;938.33;14.96
21/07/2025;Ráscal;Santo Amaro;Coworkings e Centros de Estudo/Conexão;Cashback;389.09;19.45
23/07/2025;Smart Fit;Sé;Barbearias/Salões com estética jovem;Desconto;971.73;374.56
17/07/2025;Octavio Café;Tatuapé;Restaurantes com comida caseira;Cashback;102.52;5.13
18/07/2025;Sabin;Butantã;Produtos Naturais e Fitoterápicos;Cashback;395.33;19.77
01/07/2025;Madero;Limão;Produtos Naturais e Fitoterápicos;Desconto;935.95;329.18
13/07/2025;Sabin;Consolação;Clínicas de Saúde e Bem-estar;Produto;104.34;6.13
09/07/2025;Sesc Carmo;Sé;Igrejas e Lojas de Artigos Religiosos;Cashback;753.52;37.68
03/07/2025;Café Cultura;Ipiranga;Igrejas e Lojas de Artigos Religiosos;Desconto;524.99;205.27
01/07/2025;Café Cultura;Limão;Cafeterias e Bistrôs Modernos;Cashback;176.21;8.81
06/07/2025;Habib's;Consolação;Cinema e Streaming Experience Stores;Produto;462.81;18.58
27/07/2025;Casas Bahia;Jabaquara;Espaços Culturais e de Experiência Interativa;Cashback;631.13;31.56
20/07/2025;Açaí no Ponto;Campo Limpo;Lanchonetes e Fast-Food;Cashback;448.66;22.43
06/07/2025;Sabin;Lapa;Lojas de Moda Urbana e Alternativa;Desconto;973.19;105.49
18/07/2025;Ráscal;Sé;Restaurantes e Gastronomia;Produto;490.7;16.44
26/07/2025;Carrefour Express;Sé;Supermercados e Mercados Express;Desconto;866.18;138.65
04/07/2025;Drogasil;Sé;Farmácias e Drogarias;Cashback;683.58;34.18
31/07/2025;Lavoisier;Santo Amaro;Clínicas de Saúde e Bem-estar;Desconto;774.08;354.98
29/07/2025;Extra;Higienópolis;Supermercados e Mercados Express;Desconto;201.54;24.12
15/07/2025;Madero;Limão;Barbearias/Salões com estética jovem;Produto;990.88;50.7
02/07/2025;Madero;Penha;Lojas de Moda Urbana e Alternativa;Produto;108.98;2.94
04/07/2025;Magazine Luiza;Perdizes;Bancos, Agências e Correspondentes;Cashback;236.28;11.81
26/07/2025;Drogaria São Paulo;Jabaquara;Farmácias e Drogarias;Desconto;797.51;251.1
12/07/2025;Just Run;Sé;Academias e Studios Fitness;Desconto;123.55;55.78
27/07/2025;Extra;Tucuruvi;Bancos, Agências e Correspondentes;Produto;531;13.06
24/07/2025;Burger King;Sé;Lojas de Moda Urbana e Alternativa;Desconto;202.82;21.77
11/07/2025;Pão de Açúcar;Butantã;Cinema e Streaming Experience Stores;Produto;178.6;9.11
25/07/2025;Just Run;Ipiranga;Bancos e Casas Lotéricas;Desconto;646.51;122.96
12/07/2025;Smart Fit;Tatuapé;Cinema e Streaming Experience Stores;Produto;797.64;28.13
22/07/2025;Drogaria São Paulo;Penha;Espaços Culturais e de Experiência Interativa;Produto;693.07;7.36
13/07/2025;Selfit;Pinheiros;Igrejas e Lojas de Artigos Religiosos;Produto;247.97;5.92
17/07/2025;Sabin;Penha;Espaços Culturais e de Experiência Interativa;Desconto;740.75;364.58
30/07/2025;Renner;Tucuruvi;Fisioterapia e Terapias Complementares;Desconto;427.34;50.39
10/07/2025;Magazine Luiza;República;Calçados Confortáveis e Ortopédicos;Desconto;593.77;127.34
01/07/2025;Selfit;República;Academias e Studios Fitness;Produto;541.12;10.43
17/07/2025;Just Run;Penha;Academias e Studios Fitness;Cashback;957.88;47.89
15/07/2025;Selfit;Pinheiros;Espaços Culturais e de Experiência Interativa;Produto;107.86;6.09
20/07/2025;Ponto;Butantã;Barbearias/Salões com estética jovem;Produto;129;4.77
14/07/2025;Burger King;Butantã;Supermercados de Bairro e Mercadinhos;Desconto;870.05;295.52
05/07/2025;Pão de Açúcar;Tucuruvi;Barbearias/Salões com estética jovem;Cashback;550.55;27.53
15/07/2025;Ráscal;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;466.41;23.32
08/07/2025;Riachuelo;Ipiranga;Bancos e Casas Lotéricas;Desconto;212.43;30.31
16/07/2025;Smart Fit;Tatuapé;Supermercados de Bairro e Mercadinhos;Desconto;651.99;307.17
28/07/2025;Sesc Paulista;Butantã;Clubes e Centros de Convivência;Cashback;481.7;24.09
16/07/2025;Droga Raia;Santo Amaro;Lojas de Eletrônicos e Games;Produto;709.76;13.77
20/07/2025;Selfit;Butantã;Coworkings e Centros de Estudo/Conexão;Produto;180.76;4.34
08/07/2025;Açaí no Ponto;Consolação;Supermercados de Bairro e Mercadinhos;Desconto;307.83;93.98
07/07/2025;Açaí no Ponto;Limão;Lanchonetes e Fast-Food;Cashback;763.6;38.18
14/07/2025;Fleury;Bela Vista;Clínicas de Saúde e Bem-estar;Produto;926.1;18.02
24/07/2025;Just Run;Limão;Clínicas Médicas e Laboratórios;Desconto;462.71;191.15
30/07/2025;Riachuelo;Butantã;Lojas de Roupas e Sneakers;Produto;230.84;8.52
05/07/2025;Ráscal;Limão;Restaurantes e Gastronomia;Desconto;636.59;234.9
21/07/2025;Renner;Tucuruvi;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;467.72;115.9
14/07/2025;Outback;Vila Prudente;Postos de Combustível e Serviços Automotivos;Produto;110.29;4.56
27/07/2025;Lavoisier;Tatuapé;Clínicas de Saúde e Bem-estar;Produto;446.38;23.11
24/07/2025;Lavoisier;Bela Vista;Postos de Combustível e Serviços Automotivos;Desconto;359.02;162.68
06/07/2025;Casas Bahia;Campo Limpo;Papelarias, Livrarias e Lojas de Escritório;Produto;172.6;9.22
09/07/2025;Pão de Açúcar;Vila Prudente;Supermercados e Mercados Express;Cashback;115.1;5.75
01/07/2025;Sesc Paulista;Itaquera;Clubes e Centros de Convivência;Cashback;254.33;12.72
21/07/2025;Octavio Café;Tucuruvi;Bancos e Casas Lotéricas;Desconto;259.15;82.4
06/07/2025;Habib's;Itaquera;Restaurantes com comida caseira;Produto;261.88;3.35
14/07/2025;Churrascaria Boi Preto;Santo Amaro;Restaurantes e Gastronomia;Cashback;932.93;46.65
21/07/2025;Sesc Paulista;Santo Amaro;Lojas de Roupas e Calçados;Desconto;449.7;193.08
15/07/2025;Ráscal;Pinheiros;Bancos, Agências e Correspondentes;Desconto;665.98;301.31
04/07/2025;Drogaria São Paulo;Penha;Farmácias e Drogarias;Desconto;840.57;257.25
24/07/2025;Churrascaria Boi Preto;Santana;Espaços Culturais e de Experiência Interativa;Desconto;215.31;41.55
18/07/2025;Droga Raia;Higienópolis;Espaços Culturais e de Experiência Interativa;Cashback;436.54;21.83
27/07/2025;McDonald's;Penha;Calçados Confortáveis e Ortopédicos;Produto;903.53;29.41
21/07/2025;Forever 21;Higienópolis;Lojas de Moda Urbana e Alternativa;Produto;322.88;5.78
09/07/2025;Carrefour Express;Santana;Calçados Confortáveis e Ortopédicos;Desconto;367.3;92.85
03/07/2025;Subway;Perdizes;Postos de Combustível e Serviços Automotivos;Cashback;620.92;31.05
18/07/2025;Renner;Higienópolis;Lojas de Roupas e Sneakers;Desconto;369.71;152.52
24/07/2025;Octavio Café;Consolação;Lojas de Roupas e Calçados;Cashback;368.75;18.44
31/07/2025;Açaí no Ponto;Tatuapé;Espaços Culturais e de Experiência Interativa;Produto;351.45;8.24
08/07/2025;Octavio Café;Bela Vista;Cafeterias e Bistrôs Modernos;Cashback;432.05;21.6
08/07/2025;Açaí no Ponto;Penha;Igrejas e Lojas de Artigos Religiosos;Desconto;917.96;106.99
28/07/2025;Renner;Pinheiros;Lojas de Roupas e Sneakers;Desconto;298.94;59.33
01/07/2025;Renner;Higienópolis;Lojas de Roupas e Sneakers;Desconto;996.73;246.35
23/07/2025;Açaí no Ponto;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;151.34;8.09
08/07/2025;Starbucks;Pinheiros;Clínicas Médicas e Laboratórios;Produto;146.24;6.85
08/07/2025;Clube Pinheiros;Santana;Clubes e Centros de Convivência;Desconto;927.6;254.27
16/07/2025;Drogasil;Higienópolis;Bancos, Agências e Correspondentes;Cashback;907.79;45.39
11/07/2025;Octavio Café;Limão;Supermercados de Bairro e Mercadinhos;Desconto;228.87;30.28
25/07/2025;Drogaria São Paulo;Tatuapé;Barbearias/Salões com estética jovem;Cashback;676.81;33.84
06/07/2025;Lavoisier;Lapa;Papelarias, Livrarias e Lojas de Escritório;Desconto;826.82;164.54
19/07/2025;Starbucks;Penha;Fisioterapia e Terapias Complementares;Desconto;573.97;214.73
30/07/2025;Ráscal;Consolação;Espaços Culturais e de Experiência Interativa;Produto;553.77;16.55
14/07/2025;Lavoisier;Casa Verde;Produtos Naturais e Fitoterápicos;Produto;858.18;8.67
12/07/2025;Sesc Paulista;República;Clubes e Centros de Convivência;Cashback;581.18;29.06
01/07/2025;Sabin;Sé;Espaços Culturais e de Experiência Interativa;Cashback;182.89;9.14
17/07/2025;Carrefour Express;Santana;Supermercados e Mercados Express;Produto;717.2;12.39
04/07/2025;Madero;Ipiranga;Lojas de Eletrônicos e Games;Cashback;299.45;14.97
16/07/2025;Octavio Café;Higienópolis;Cafeterias e Bistrôs Modernos;Cashback;953.68;47.68
29/07/2025;Octavio Café;Perdizes;Produtos Naturais e Fitoterápicos;Produto;340.38;17.31
12/07/2025;Clube Pinheiros;Casa Verde;Clubes e Centros de Convivência;Cashback;675.26;33.76
08/07/2025;Ráscal;Vila Prudente;Lojas de Móveis e Decoração;Desconto;245.12;81.34
25/07/2025;Sabin;Campo Limpo;Calçados Confortáveis e Ortopédicos;Desconto;623.4;205.99
27/07/2025;Starbucks;Penha;Cafeterias e Bistrôs Modernos;Desconto;248.8;63.51
03/07/2025;Outback;Santo Amaro;Restaurantes e Gastronomia;Cashback;804.44;40.22
24/07/2025;Pão de Açúcar;Casa Verde;Supermercados e Mercados Express;Cashback;365.92;18.3
27/07/2025;Smart Fit;Penha;Restaurantes com comida caseira;Desconto;993.08;318.41
16/07/2025;Sesc Paulista;Limão;Clubes e Centros de Convivência;Desconto;694.22;256.16
16/07/2025;Renner;Vila Prudente;Lojas de Roupas e Sneakers;Produto;146.31;5.44
30/07/2025;Ponto;Consolação;Lojas de Eletrônicos e Games;Produto;501.49;27.5
21/07/2025;Café Cultura;Penha;Cafeterias e Bistrôs Modernos;Produto;736.22;30.44
27/07/2025;Subway;Vila Prudente;Fisioterapia e Terapias Complementares;Desconto;983.23;328.64
22/07/2025;Sesc Carmo;Consolação;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;439.23;21.96
29/07/2025;Carrefour Express;Santana;Espaços Culturais e de Experiência Interativa;Desconto;543.81;69.21
03/07/2025;Just Run;Santo Amaro;Academias e Studios Fitness;Desconto;231.71;51.53
11/07/2025;Sabin;Lapa;Clínicas de Saúde e Bem-estar;Produto;663.06;19.15
08/07/2025;Carrefour Express;Itaquera;Supermercados e Mercados Express;Desconto;119.7;21.45
19/07/2025;Extra;Jabaquara;Clínicas Médicas e Laboratórios;Produto;555.14;28.47
04/07/2025;Magazine Luiza;Perdizes;Supermercados de Bairro e Mercadinhos;Cashback;356.34;17.82
31/07/2025;Madero;República;Cinema e Streaming Experience Stores;Cashback;806.23;40.31
23/07/2025;Sesc Carmo;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;944.37;223.46
29/07/2025;Drogaria São Paulo;Lapa;Farmácias e Drogarias;Desconto;191.64;65.41
26/07/2025;Renner;Tucuruvi;Supermercados de Bairro e Mercadinhos;Desconto;690.39;321.61
05/07/2025;Sabin;Itaquera;Clínicas de Saúde e Bem-estar;Desconto;473.01;58.69
20/07/2025;Drogaria São Paulo;Itaquera;Farmácias e Drogarias;Produto;428.19;22.74
09/07/2025;Sesc Paulista;Vila Prudente;Cinema e Streaming Experience Stores;Produto;426.4;16.37
05/07/2025;Madero;Bela Vista;Restaurantes e Gastronomia;Cashback;585.17;29.26
29/07/2025;Forever 21;Tucuruvi;Bancos e Casas Lotéricas;Desconto;689.04;239.07
28/07/2025;Subway;Campo Limpo;Lanchonetes e Fast-Food;Cashback;496.94;24.85
09/07/2025;Churrascaria Boi Preto;Jabaquara;Lojas de Móveis e Decoração;Produto;270.26;13.79
30/07/2025;Carrefour Express;Ipiranga;Lojas de Móveis e Decoração;Cashback;441.34;22.07
18/07/2025;Carrefour Express;Perdizes;Supermercados de Bairro e Mercadinhos;Cashback;942.99;47.15
13/07/2025;Açaí no Ponto;República;Restaurantes com comida caseira;Produto;430.14;18.18
22/07/2025;Fleury;Santo Amaro;Barbearias/Salões com estética jovem;Produto;558.44;11.3
04/07/2025;Selfit;Itaquera;Academias e Studios Fitness;Cashback;255.87;12.79
06/07/2025;Magazine Luiza;Lapa;Lojas de Eletrônicos e Games;Desconto;784.04;346.52
09/07/2025;Drogasil;Tucuruvi;Farmácias e Drogarias;Produto;610.3;15.5
12/07/2025;Just Run;Consolação;Lojas de Moda Urbana e Alternativa;Desconto;641.05;116.73
17/07/2025;Magazine Luiza;Perdizes;Espaços Culturais e de Experiência Interativa;Desconto;368.74;108.12
28/07/2025;Selfit;Ipiranga;Academias e Studios Fitness;Desconto;985.04;196.54
08/07/2025;Clube Pinheiros;Lapa;Barbearias/Salões com estética jovem;Produto;594.34;10.07
05/07/2025;Riachuelo;Tucuruvi;Calçados Confortáveis e Ortopédicos;Cashback;790.2;39.51
11/07/2025;Lavoisier;Consolação;Papelarias, Livrarias e Lojas de Escritório;Produto;930.64;52.28
24/07/2025;Drogaria São Paulo;Campo Limpo;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;714.68;160.68
31/07/2025;Fleury;Campo Limpo;Postos de Combustível e Serviços Automotivos;Desconto;509.05;241.11
02/07/2025;Outback;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;690.17;37.19
07/07/2025;Sesc Carmo;Butantã;Clubes e Centros de Convivência;Produto;390.37;14.39
17/07/2025;Drogaria São Paulo;Campo Limpo;Lojas de Móveis e Decoração;Produto;944.15;34.19
10/07/2025;Extra;Bela Vista;Espaços Culturais e de Experiência Interativa;Cashback;825.46;41.27
18/07/2025;Clube Pinheiros;Consolação;Clubes e Centros de Convivência;Cashback;612.23;30.61
12/07/2025;Pão de Açúcar;Higienópolis;Papelarias, Livrarias e Lojas de Escritório;Desconto;846.66;102.13
30/07/2025;Just Run;Jabaquara;Academias e Studios Fitness;Cashback;982.84;49.14
14/07/2025;Drogasil;Tatuapé;Farmácias e Drogarias;Cashback;363.46;18.17
20/07/2025;Drogasil;República;Supermercados de Bairro e Mercadinhos;Cashback;712.57;35.63
25/07/2025;McDonald's;Lapa;Calçados Confortáveis e Ortopédicos;Produto;580.83;11.68
15/07/2025;Sabin;Butantã;Bancos e Casas Lotéricas;Desconto;130.89;20.23
23/07/2025;Riachuelo;Casa Verde;Lojas de Roupas e Sneakers;Cashback;702.05;35.1
31/07/2025;Clube Pinheiros;Pinheiros;Barbearias/Salões com estética jovem;Produto;724.8;35.38
12/07/2025;Just Run;Sé;Academias e Studios Fitness;Produto;973.83;16.36
13/07/2025;Drogasil;Pinheiros;Barbearias/Salões com estética jovem;Produto;398.96;16.17
22/07/2025;McDonald's;Butantã;Fisioterapia e Terapias Complementares;Cashback;685.49;34.27
22/07/2025;Açaí no Ponto;Higienópolis;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;960.14;48.01
03/07/2025;Just Run;Consolação;Lojas de Moda Urbana e Alternativa;Cashback;921.72;46.09
02/07/2025;Café Cultura;Perdizes;Clínicas Médicas e Laboratórios;Produto;609.27;20.7
07/07/2025;Churrascaria Boi Preto;Pinheiros;Supermercados de Bairro e Mercadinhos;Desconto;601.48;83.4
09/07/2025;Drogaria São Paulo;Higienópolis;Clínicas Médicas e Laboratórios;Cashback;128.14;6.41
25/07/2025;Drogaria São Paulo;Santo Amaro;Bancos e Casas Lotéricas;Desconto;479.8;90.61
08/07/2025;Lavoisier;Vila Prudente;Clínicas Médicas e Laboratórios;Desconto;897.13;252.93
15/07/2025;Drogasil;Tatuapé;Espaços Culturais e de Experiência Interativa;Desconto;226.55;83.52
27/07/2025;Sesc Paulista;Tucuruvi;Lojas de Móveis e Decoração;Desconto;695.74;87.92
28/07/2025;Habib's;Consolação;Lanchonetes e Fast-Food;Cashback;888.74;44.44
11/07/2025;Starbucks;Lapa;Cafeterias e Bistrôs Modernos;Produto;459.63;27.27
21/07/2025;Riachuelo;Pinheiros;Lojas de Roupas e Sneakers;Cashback;940.95;47.05
18/07/2025;Casas Bahia;Bela Vista;Lojas de Moda Urbana e Alternativa;Cashback;657.31;32.87
09/07/2025;Fleury;Pinheiros;Clínicas de Saúde e Bem-estar;Produto;573.4;11.78
28/07/2025;Sesc Carmo;Pinheiros;Fisioterapia e Terapias Complementares;Desconto;905.35;172.62
18/07/2025;Riachuelo;República;Lojas de Roupas e Sneakers;Desconto;763.12;158.95
12/07/2025;Sabin;Consolação;Clínicas de Saúde e Bem-estar;Cashback;333.87;16.69
20/07/2025;Sesc Paulista;Santana;Papelarias, Livrarias e Lojas de Escritório;Produto;433.09;23.9
04/07/2025;Starbucks;Pinheiros;Igrejas e Lojas de Artigos Religiosos;Produto;160.64;8.49
23/07/2025;Pão de Açúcar;Penha;Supermercados e Mercados Express;Produto;648.12;23.04
29/07/2025;Madero;Limão;Restaurantes e Gastronomia;Desconto;266.33;94.45
05/07/2025;Extra;Higienópolis;Supermercados e Mercados Express;Produto;910.84;53.71
27/07/2025;Sesc Carmo;Campo Limpo;Lojas de Eletrônicos e Games;Produto;112.65;2.58
09/07/2025;Pão de Açúcar;Ipiranga;Lojas de Móveis e Decoração;Desconto;302.39;31.67
26/07/2025;Churrascaria Boi Preto;Butantã;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;422.97;17.72
25/07/2025;Habib's;Campo Limpo;Papelarias, Livrarias e Lojas de Escritório;Desconto;257.09;66.85
05/07/2025;Lavoisier;Itaquera;Bancos e Casas Lotéricas;Produto;773.98;43.43
30/07/2025;Clube Pinheiros;Itaquera;Clubes e Centros de Convivência;Produto;368.48;3.96
23/07/2025;Açaí no Ponto;Penha;Cinema e Streaming Experience Stores;Desconto;189.34;55.46
23/07/2025;Magazine Luiza;Santana;Papelarias, Livrarias e Lojas de Escritório;Cashback;739.59;36.98
23/07/2025;Extra;Itaquera;Supermercados e Mercados Express;Desconto;399.75;181.64
20/07/2025;Fleury;Santana;Clínicas de Saúde e Bem-estar;Produto;291.29;16.36
25/07/2025;Burger King;Higienópolis;Calçados Confortáveis e Ortopédicos;Desconto;846.64;354.11
14/07/2025;Droga Raia;Sé;Farmácias e Drogarias;Cashback;786.8;39.34
30/07/2025;Carrefour Express;Bela Vista;Cinema e Streaming Experience Stores;Produto;139.47;1.83
20/07/2025;McDonald's;Itaquera;Bancos, Agências e Correspondentes;Desconto;472.78;233.38
16/07/2025;Selfit;Campo Limpo;Postos de Combustível e Serviços Automotivos;Produto;439.75;11.28
14/07/2025;Sesc Paulista;Vila Prudente;Postos de Combustível e Serviços Automotivos;Desconto;141.14;66.51
