horario;local;modelo_celular;ultimo_valor_capturado;idade;sexo
07:30:00;Shopping Cidade São Paulo;iPhone SE;53.38;23;Outro
06:30:00;Shopping Cidade São Paulo;Samsung Galaxy A52;253.14;68;Feminino
08:15:00;Metrô Trianon-Masp;iPhone SE;313.54;24;Outro
09:45:00;Shopping Pátio Paulista;iPhone 13;41.41;62;Masculino
14:30:00;Shopping Cidade São Paulo;iPhone 13;165.54;21;Masculino
18:30:00;Shopping Pátio Paulista;Samsung Galaxy A52;372.7;48;Outro
08:30:00;Shopping Pátio Paulista;Samsung S21;84.65;51;Feminino
18:15:00;Shopping Pátio Paulista;Realme C35;116.71;30;Outro
06:30:00;Metrô Brigadeiro;iPhone 11;165.49;25;Outro
17:00:00;Metrô Consolação;Realme C35;207.65;27;Outro
07:00:00;Shopping Cidade São Paulo;Samsung Galaxy A52;150.7;41;Masculino
22:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;191.04;33;Masculino
07:15:00;Shopping Cidade São Paulo;Samsung S21;236.28;28;Outro
20:30:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;96.43;41;Masculino
18:30:00;Esquina Rua da Paz;Motorola G60;314.63;44;Masculino
18:00:00;Shopping Cidade São Paulo;Motorola G60;252.8;56;Feminino
13:15:00;Shopping Pátio Paulista;iPhone SE;441.89;19;Outro
19:30:00;Metrô Consolação;Realme C35;39.16;60;Feminino
12:15:00;Esquina Rua da Paz;Samsung S21;453.12;37;Masculino
17:15:00;Shopping Cidade São Paulo;iPhone 13;252.69;42;Feminino
21:15:00;Ponto de ônibus Pamplona;Motorola G60;215.34;38;Outro
16:00:00;Metrô Brigadeiro;iPhone 14 Pro;60.89;40;Masculino
12:45:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;223.19;70;Masculino
12:00:00;Metrô Brigadeiro;Realme C35;61.88;16;Masculino
18:15:00;Shopping Cidade São Paulo;iPhone 11;411.26;36;Outro
17:30:00;Shopping Pátio Paulista;Motorola G60;270.16;68;Masculino
12:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;297.29;36;Masculino
07:15:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;181.72;22;Outro
17:00:00;Ponto de ônibus Augusta;Motorola G60;303.68;48;Feminino
12:00:00;Shopping Cidade São Paulo;Samsung S21;304.4;58;Outro
17:30:00;Metrô Consolação;Samsung Galaxy A52;274.47;22;Feminino
17:45:00;Ponto de ônibus Augusta;Samsung Galaxy A52;164.7;32;Masculino
07:45:00;Shopping Pátio Paulista;Realme C35;199.56;18;Feminino
20:45:00;Metrô Brigadeiro;Motorola G60;333.77;16;Feminino
08:15:00;Shopping Cidade São Paulo;Motorola G60;121.65;20;Masculino
20:45:00;Ponto de ônibus Pamplona;Samsung S21;155.38;57;Feminino
12:45:00;Metrô Trianon-Masp;iPhone 13;442.73;55;Masculino
11:45:00;Ponto de ônibus Augusta;Realme C35;181.19;67;Masculino
17:30:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;397.1;35;Masculino
15:45:00;Metrô Trianon-Masp;Motorola G60;262.89;62;Feminino
16:00:00;Ponto de ônibus Augusta;Samsung S21;93.55;22;Feminino
17:15:00;Shopping Cidade São Paulo;Realme C35;41.25;66;Masculino
08:15:00;MASP;Realme C35;207.37;36;Feminino
10:30:00;MASP;Xiaomi Redmi Note 11;144.6;53;Outro
18:30:00;Esquina Rua da Paz;iPhone 12;451.88;52;Masculino
15:00:00;Esquina Rua da Paz;iPhone 11;429.82;42;Outro
16:00:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;337.39;57;Feminino
20:45:00;MASP;iPhone 11;365.92;18;Feminino
21:00:00;Shopping Cidade São Paulo;Motorola G60;359.27;42;Outro
11:00:00;Esquina Av. Consolação;Motorola G60;300.92;55;Feminino
11:15:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;90.77;16;Outro
17:15:00;Shopping Pátio Paulista;Realme C35;146.6;29;Outro
19:30:00;Metrô Trianon-Masp;Samsung S21;56.28;64;Outro
08:30:00;Shopping Cidade São Paulo;Realme C35;259.38;41;Outro
08:45:00;Shopping Cidade São Paulo;Motorola G60;308.38;27;Outro
18:45:00;Ponto de ônibus Pamplona;iPhone 13;67.94;19;Outro
07:45:00;Ponto de ônibus Pamplona;iPhone 11;329.53;43;Outro
13:30:00;Metrô Consolação;Realme C35;406.23;60;Masculino
14:30:00;Shopping Cidade São Paulo;iPhone 14 Pro;24.37;58;Masculino
08:45:00;Metrô Brigadeiro;Motorola G60;173.13;45;Outro
10:30:00;MASP;Samsung Galaxy A52;408.38;28;Outro
13:00:00;MASP;Realme C35;109.23;48;Masculino
17:45:00;Metrô Consolação;iPhone 12;227.96;21;Feminino
08:30:00;Ponto de ônibus Augusta;Samsung Galaxy A52;355.02;23;Masculino
20:45:00;Esquina Rua da Paz;Samsung S21;58.69;38;Feminino
12:30:00;Esquina Av. Consolação;Samsung Galaxy A52;38.98;23;Feminino
06:00:00;Ponto de ônibus Pamplona;iPhone 13;326.32;17;Masculino
12:30:00;Metrô Trianon-Masp;Samsung Galaxy A52;163.01;49;Outro
08:30:00;Shopping Pátio Paulista;iPhone SE;413.49;62;Feminino
21:00:00;Metrô Consolação;Samsung Galaxy A52;407.44;56;Masculino
12:30:00;Shopping Pátio Paulista;iPhone SE;15.65;36;Masculino
08:15:00;Ponto de ônibus Pamplona;iPhone 14 Pro;220.86;26;Masculino
07:00:00;MASP;iPhone 13;206.95;52;Outro
18:30:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;133.67;24;Feminino
07:45:00;Metrô Trianon-Masp;iPhone 12;340.65;33;Feminino
13:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;351.14;56;Outro
07:00:00;Shopping Pátio Paulista;iPhone 11;194.49;20;Masculino
08:15:00;Shopping Pátio Paulista;iPhone 12;132.26;61;Outro
12:45:00;Metrô Consolação;iPhone 13;41.21;70;Feminino
08:30:00;Metrô Brigadeiro;Samsung S21;342.1;52;Outro
09:00:00;Metrô Brigadeiro;iPhone SE;120.09;17;Feminino
20:30:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;20.62;37;Outro
10:15:00;Ponto de ônibus Pamplona;Motorola G60;26.22;38;Feminino
08:30:00;MASP;iPhone 12;362.59;20;Masculino
17:45:00;Shopping Pátio Paulista;Samsung S21;362.18;38;Outro
16:00:00;Esquina Rua da Paz;Samsung S21;244.12;62;Masculino
16:15:00;Ponto de ônibus Augusta;Realme C35;274.73;30;Masculino
13:00:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;163.1;28;Masculino
18:00:00;Ponto de ônibus Pamplona;Motorola G60;138.51;50;Masculino
20:30:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;203.4;30;Outro
20:00:00;Shopping Cidade São Paulo;Samsung S21;25.6;60;Feminino
12:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;297.43;28;Feminino
12:45:00;Metrô Trianon-Masp;Samsung Galaxy A52;226.77;24;Feminino
08:00:00;Shopping Cidade São Paulo;Motorola G60;352.52;44;Masculino
07:15:00;Shopping Pátio Paulista;Motorola G60;409.04;48;Feminino
17:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;36.75;57;Masculino
17:15:00;Ponto de ônibus Augusta;Motorola G60;316.13;47;Feminino
17:00:00;Metrô Consolação;iPhone 13;299.5;39;Outro
12:30:00;Esquina Av. Consolação;Realme C35;448.85;57;Feminino
21:15:00;Metrô Consolação;iPhone SE;354.95;26;Masculino
14:00:00;Shopping Pátio Paulista;iPhone SE;143.87;57;Feminino
12:15:00;Ponto de ônibus Augusta;Realme C35;403.35;47;Outro
18:15:00;Metrô Brigadeiro;Samsung Galaxy A52;257.43;60;Masculino
18:00:00;Ponto de ônibus Augusta;Motorola G60;24.11;45;Masculino
08:00:00;Esquina Rua da Paz;Realme C35;433.32;50;Masculino
15:30:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;356.99;20;Outro
16:45:00;Shopping Cidade São Paulo;iPhone 12;453.9;44;Masculino
17:00:00;Metrô Trianon-Masp;Motorola G60;187.16;17;Feminino
17:15:00;Shopping Cidade São Paulo;Realme C35;131.89;43;Feminino
14:15:00;MASP;Samsung Galaxy A52;123.21;20;Outro
18:15:00;Esquina Rua da Paz;Motorola G60;104.74;52;Feminino
14:00:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;252.77;67;Feminino
13:30:00;MASP;Xiaomi Redmi Note 11;294.38;68;Masculino
11:15:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;250.64;62;Feminino
16:45:00;Shopping Cidade São Paulo;iPhone 11;95.16;24;Masculino
15:15:00;Ponto de ônibus Augusta;Samsung S21;183.39;27;Feminino
12:00:00;Metrô Brigadeiro;iPhone 12;454.92;65;Masculino
06:15:00;Metrô Consolação;Realme C35;58.39;40;Feminino
11:00:00;Metrô Brigadeiro;iPhone SE;121.95;29;Feminino
18:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;476.92;59;Feminino
11:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;482.91;64;Masculino
09:00:00;Esquina Av. Consolação;Motorola G60;272.85;24;Feminino
08:00:00;Ponto de ônibus Augusta;Realme C35;370.12;55;Masculino
07:45:00;Shopping Pátio Paulista;iPhone 13;411.64;19;Outro
18:30:00;Shopping Cidade São Paulo;Samsung Galaxy A52;113.95;21;Feminino
18:30:00;Esquina Rua da Paz;Realme C35;155.15;33;Outro
07:00:00;Shopping Cidade São Paulo;iPhone 12;425.78;32;Feminino
21:30:00;MASP;Motorola G60;266.49;23;Outro
17:00:00;Metrô Consolação;Samsung S21;36.04;28;Outro
08:00:00;Shopping Cidade São Paulo;iPhone 12;50.49;22;Masculino
17:30:00;Metrô Consolação;iPhone 14 Pro;123.92;28;Feminino
09:15:00;Ponto de ônibus Pamplona;Realme C35;58.52;60;Outro
10:30:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;419.64;41;Feminino
13:15:00;Ponto de ônibus Pamplona;Samsung S21;316.67;20;Masculino
10:45:00;Esquina Av. Consolação;Realme C35;225.61;50;Outro
14:30:00;Shopping Cidade São Paulo;iPhone 11;493.83;19;Feminino
18:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;187.23;59;Masculino
06:30:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;34.36;46;Masculino
06:30:00;Shopping Pátio Paulista;Motorola G60;407.57;37;Outro
17:45:00;Metrô Trianon-Masp;iPhone 13;325.62;50;Feminino
17:15:00;Esquina Rua da Paz;Samsung Galaxy A52;172.59;37;Masculino
18:30:00;Ponto de ônibus Pamplona;Realme C35;174.05;31;Feminino
08:45:00;Metrô Brigadeiro;Samsung Galaxy A52;468.22;62;Outro
18:45:00;Metrô Brigadeiro;iPhone 13;373.21;67;Masculino
07:45:00;Metrô Consolação;Samsung Galaxy A52;313.49;30;Masculino
18:45:00;Ponto de ônibus Augusta;iPhone 12;310.22;63;Feminino
08:00:00;Shopping Pátio Paulista;Samsung Galaxy A52;96.46;61;Masculino
08:00:00;Ponto de ônibus Augusta;Samsung S21;143.07;39;Feminino
13:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;498.47;68;Feminino
12:15:00;MASP;Xiaomi Redmi Note 11;397.19;29;Outro
07:45:00;Esquina Av. Consolação;Realme C35;286.7;53;Masculino
18:15:00;Metrô Trianon-Masp;Realme C35;42.96;32;Masculino
12:00:00;Metrô Brigadeiro;Realme C35;177.65;37;Masculino
10:00:00;Shopping Pátio Paulista;iPhone SE;146.3;70;Masculino
17:15:00;Metrô Consolação;Samsung S21;459.75;21;Masculino
16:00:00;Metrô Consolação;Motorola G60;102.97;20;Outro
17:15:00;Esquina Rua da Paz;Motorola G60;346.64;51;Outro
12:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;496.06;45;Outro
13:45:00;Metrô Trianon-Masp;Motorola G60;126.2;18;Feminino
12:15:00;Shopping Cidade São Paulo;Motorola G60;78.43;68;Feminino
07:00:00;Esquina Av. Consolação;Motorola G60;57.44;45;Masculino
20:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;282.01;50;Feminino
08:15:00;MASP;Realme C35;23.49;70;Masculino
19:30:00;Shopping Pátio Paulista;Samsung S21;288.4;48;Feminino
06:00:00;Esquina Rua da Paz;Realme C35;98.18;46;Outro
09:15:00;Esquina Av. Consolação;Motorola G60;233.27;16;Feminino
07:45:00;Esquina Av. Consolação;Motorola G60;306.98;66;Outro
13:30:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;485.28;38;Feminino
12:00:00;Metrô Trianon-Masp;Samsung S21;349.04;45;Masculino
13:15:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;41.57;27;Masculino
21:45:00;MASP;iPhone 11;50.01;53;Feminino
17:15:00;MASP;iPhone 12;221.22;32;Masculino
09:00:00;MASP;Samsung Galaxy A52;92.52;34;Outro
13:45:00;MASP;Motorola G60;224.2;55;Outro
17:45:00;Metrô Brigadeiro;iPhone 11;474.06;33;Outro
12:15:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;259.64;61;Outro
07:45:00;Ponto de ônibus Pamplona;iPhone 14 Pro;212.14;20;Feminino
17:30:00;MASP;Samsung S21;330.43;25;Outro
08:30:00;Metrô Trianon-Masp;Samsung S21;204.85;21;Feminino
12:15:00;Metrô Brigadeiro;iPhone 12;208.43;24;Feminino
21:15:00;Shopping Pátio Paulista;Motorola G60;202.28;35;Outro
13:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;452.7;45;Outro
08:30:00;Ponto de ônibus Pamplona;Realme C35;214.85;55;Masculino
19:00:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;216.43;25;Masculino
18:00:00;Metrô Trianon-Masp;Motorola G60;186;18;Outro
08:15:00;Metrô Brigadeiro;Motorola G60;288.3;52;Masculino
17:15:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;153.24;45;Outro
14:15:00;MASP;Samsung S21;468.19;60;Outro
13:30:00;Esquina Rua da Paz;iPhone 13;429.07;23;Masculino
09:30:00;Metrô Brigadeiro;Samsung S21;52.8;43;Outro
16:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;422.86;31;Feminino
06:00:00;Ponto de ônibus Augusta;Realme C35;239.85;31;Feminino
12:15:00;Metrô Brigadeiro;Realme C35;365.21;67;Masculino
10:45:00;Metrô Consolação;Xiaomi Redmi Note 11;488.71;61;Outro
18:30:00;MASP;Motorola G60;351.37;36;Masculino
17:00:00;Metrô Trianon-Masp;iPhone SE;55.9;43;Feminino
18:30:00;Esquina Rua da Paz;Realme C35;288.17;66;Feminino
08:45:00;Shopping Pátio Paulista;Samsung S21;202.63;30;Masculino
12:30:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;111;27;Outro
15:30:00;Metrô Consolação;Motorola G60;181.8;31;Feminino
09:15:00;Ponto de ônibus Pamplona;iPhone 12;17.81;50;Feminino
17:00:00;MASP;iPhone 11;164.39;19;Outro
19:45:00;Esquina Av. Consolação;Realme C35;488.37;37;Outro
19:15:00;Metrô Consolação;Samsung Galaxy A52;22.13;36;Outro
16:00:00;MASP;iPhone 14 Pro;35.9;58;Outro
18:15:00;Ponto de ônibus Pamplona;Realme C35;413.02;50;Outro
17:45:00;Esquina Av. Consolação;Motorola G60;294.8;43;Feminino
20:30:00;Shopping Pátio Paulista;Samsung S21;192.86;18;Feminino
18:15:00;Metrô Consolação;Realme C35;305.66;26;Feminino
13:15:00;MASP;Realme C35;437.61;29;Masculino
18:45:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;288.04;42;Feminino
12:15:00;MASP;Samsung Galaxy A52;192.82;67;Masculino
17:30:00;Shopping Cidade São Paulo;Samsung Galaxy A52;129.76;30;Outro
16:45:00;Shopping Pátio Paulista;Samsung S21;212.43;30;Masculino
16:30:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;380.54;43;Feminino
10:45:00;Ponto de ônibus Augusta;iPhone 11;426.28;49;Outro
11:15:00;MASP;Samsung S21;488.03;55;Outro
17:45:00;Shopping Pátio Paulista;Samsung S21;387.7;66;Masculino
17:30:00;Metrô Brigadeiro;iPhone 12;247.29;53;Feminino
09:00:00;Esquina Rua da Paz;Samsung S21;140.56;21;Masculino
18:45:00;Ponto de ônibus Augusta;Motorola G60;477.43;42;Feminino
08:45:00;Ponto de ônibus Pamplona;Realme C35;430.2;58;Outro
17:45:00;Esquina Av. Consolação;Samsung S21;363.86;56;Outro
08:15:00;Esquina Av. Consolação;Motorola G60;35.12;65;Masculino
13:00:00;Esquina Av. Consolação;Samsung S21;146.16;17;Outro
18:15:00;Metrô Brigadeiro;iPhone 11;402.09;58;Feminino
06:15:00;Ponto de ônibus Augusta;Samsung S21;281.84;49;Masculino
08:15:00;MASP;Samsung Galaxy A52;144.93;40;Feminino
21:45:00;Shopping Cidade São Paulo;Realme C35;309.96;49;Outro
18:00:00;Esquina Av. Consolação;Samsung S21;310.74;67;Masculino
09:15:00;Ponto de ônibus Pamplona;Realme C35;406.54;62;Outro
08:45:00;Metrô Consolação;Samsung Galaxy A52;476.04;20;Masculino
18:15:00;Metrô Brigadeiro;iPhone 11;442.22;21;Outro
06:45:00;Ponto de ônibus Pamplona;Realme C35;190.86;42;Feminino
07:30:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;298.41;52;Masculino
09:45:00;MASP;Realme C35;471.8;62;Feminino
13:00:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;427.47;69;Masculino
19:15:00;Esquina Av. Consolação;Motorola G60;108.19;28;Feminino
06:30:00;MASP;iPhone 14 Pro;86.99;38;Feminino
13:00:00;Metrô Brigadeiro;iPhone 12;207.2;42;Outro
12:45:00;MASP;Xiaomi Redmi Note 11;84.77;67;Feminino
18:30:00;Metrô Consolação;Samsung S21;24.86;50;Masculino
15:00:00;MASP;Xiaomi Redmi Note 11;50.54;29;Outro
10:30:00;Esquina Rua da Paz;iPhone 12;397.48;24;Feminino
18:45:00;Metrô Consolação;iPhone 13;80.11;62;Feminino
18:45:00;Metrô Trianon-Masp;Samsung S21;385.96;37;Masculino
17:30:00;MASP;Realme C35;112.51;52;Outro
06:30:00;Metrô Brigadeiro;iPhone SE;402.07;26;Feminino
12:45:00;Shopping Cidade São Paulo;Samsung Galaxy A52;431.75;18;Feminino
12:45:00;Esquina Rua da Paz;Samsung S21;487.28;40;Feminino
12:30:00;Metrô Trianon-Masp;Realme C35;401.88;44;Feminino
13:00:00;MASP;iPhone 12;43.09;23;Feminino
13:15:00;Shopping Cidade São Paulo;Realme C35;47.35;69;Feminino
07:30:00;Shopping Pátio Paulista;iPhone 12;70.01;68;Outro
12:45:00;Ponto de ônibus Augusta;iPhone 12;262.52;18;Outro
06:45:00;Shopping Pátio Paulista;Realme C35;165.32;34;Masculino
13:30:00;Metrô Brigadeiro;iPhone 14 Pro;415.49;17;Masculino
08:15:00;Esquina Rua da Paz;iPhone 13;416.18;56;Masculino
07:30:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;204.22;61;Feminino
18:30:00;Metrô Consolação;Realme C35;133.46;54;Outro
17:15:00;Shopping Pátio Paulista;Realme C35;304.37;32;Masculino
11:15:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;452.82;57;Feminino
13:45:00;Esquina Av. Consolação;iPhone 12;498.06;25;Feminino
07:30:00;MASP;iPhone 11;227.69;42;Outro
20:45:00;Ponto de ônibus Augusta;Samsung Galaxy A52;116.53;39;Masculino
17:30:00;MASP;iPhone 11;174.94;68;Masculino
18:30:00;Metrô Consolação;iPhone 13;279.48;68;Outro
12:15:00;Metrô Consolação;iPhone 11;50.93;27;Feminino
17:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;125.78;38;Masculino
21:15:00;MASP;Samsung S21;411.98;29;Feminino
07:45:00;Esquina Av. Consolação;iPhone 12;311.75;70;Feminino
12:15:00;Esquina Rua da Paz;Realme C35;423.35;67;Feminino
10:15:00;Metrô Trianon-Masp;iPhone 12;36.02;29;Outro
08:45:00;Metrô Brigadeiro;iPhone SE;356.87;55;Masculino
18:15:00;Shopping Cidade São Paulo;Samsung Galaxy A52;333.28;47;Masculino
13:30:00;Esquina Av. Consolação;Realme C35;75.37;54;Outro
18:15:00;Shopping Pátio Paulista;Realme C35;451.78;32;Outro
21:30:00;Ponto de ônibus Augusta;Samsung Galaxy A52;458.52;49;Outro
17:15:00;Metrô Trianon-Masp;Samsung S21;445.06;37;Masculino
19:45:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;238.01;36;Outro
18:15:00;Esquina Av. Consolação;Samsung S21;47.9;19;Feminino
16:45:00;Metrô Trianon-Masp;Realme C35;188.86;61;Masculino
18:45:00;MASP;Motorola G60;311.89;36;Feminino
15:45:00;Shopping Pátio Paulista;iPhone 13;182.23;68;Masculino
16:45:00;Metrô Trianon-Masp;Realme C35;295.02;46;Outro
13:30:00;Ponto de ônibus Pamplona;iPhone 13;192.49;24;Masculino
11:15:00;Esquina Av. Consolação;iPhone 13;69.01;22;Outro
18:45:00;Metrô Brigadeiro;iPhone 13;91.59;42;Feminino
10:45:00;Metrô Consolação;Samsung S21;273.15;56;Outro
10:15:00;Metrô Consolação;Samsung Galaxy A52;370.4;16;Masculino
12:15:00;Metrô Brigadeiro;Motorola G60;423.88;50;Masculino
18:15:00;Metrô Brigadeiro;Motorola G60;120.02;20;Feminino
12:00:00;Esquina Rua da Paz;Realme C35;168.65;25;Feminino
13:15:00;Shopping Cidade São Paulo;iPhone SE;340.89;60;Masculino
07:15:00;Metrô Trianon-Masp;iPhone SE;378.18;42;Feminino
08:00:00;Esquina Av. Consolação;iPhone 14 Pro;293.46;21;Outro
18:15:00;Metrô Consolação;Samsung Galaxy A52;484.85;30;Masculino
15:00:00;Esquina Av. Consolação;iPhone 13;141.48;24;Masculino
18:45:00;MASP;Xiaomi Redmi Note 11;113.33;33;Feminino
15:45:00;Esquina Av. Consolação;Samsung S21;374.87;18;Feminino
18:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;493.51;50;Masculino
13:30:00;Shopping Pátio Paulista;Samsung Galaxy A52;195.6;35;Masculino
14:00:00;Metrô Brigadeiro;iPhone 12;393.61;51;Feminino
15:30:00;Esquina Rua da Paz;Samsung Galaxy A52;80.91;40;Masculino
08:45:00;Metrô Trianon-Masp;Samsung S21;494.67;54;Outro
21:30:00;Metrô Brigadeiro;Samsung Galaxy A52;347.23;50;Masculino
12:00:00;Metrô Trianon-Masp;Motorola G60;321.07;28;Outro
07:45:00;Esquina Av. Consolação;iPhone 14 Pro;430.26;53;Outro
07:45:00;Metrô Consolação;Motorola G60;327.49;19;Outro
12:15:00;Esquina Rua da Paz;Samsung Galaxy A52;262.03;24;Masculino
16:00:00;MASP;iPhone 12;287.22;53;Masculino
06:15:00;Ponto de ônibus Pamplona;Samsung S21;122.88;28;Masculino
13:45:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;252.82;20;Outro
20:00:00;Metrô Brigadeiro;Samsung S21;336.43;45;Feminino
21:00:00;Esquina Av. Consolação;iPhone SE;495.57;17;Masculino
13:00:00;Ponto de ônibus Augusta;Samsung S21;480.63;47;Feminino
07:45:00;Esquina Rua da Paz;Samsung S21;362.82;59;Outro
12:00:00;Esquina Av. Consolação;Samsung S21;318.58;33;Feminino
13:00:00;Ponto de ônibus Pamplona;Motorola G60;120.52;57;Feminino
07:30:00;Ponto de ônibus Pamplona;iPhone 12;232.25;43;Masculino
13:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;126.82;22;Masculino
18:15:00;Ponto de ônibus Augusta;iPhone 14 Pro;175.51;65;Feminino
17:00:00;Shopping Cidade São Paulo;iPhone 14 Pro;293.96;19;Outro
07:30:00;Esquina Rua da Paz;iPhone 12;110.26;41;Outro
08:15:00;Esquina Rua da Paz;iPhone 12;81.16;38;Outro
14:30:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;195.19;48;Masculino
10:00:00;Esquina Av. Consolação;Samsung S21;399.32;38;Masculino
17:30:00;Metrô Brigadeiro;iPhone SE;278.68;62;Masculino
14:15:00;Ponto de ônibus Pamplona;Samsung S21;305.12;29;Feminino
13:15:00;Shopping Pátio Paulista;Realme C35;379.97;39;Feminino
17:45:00;Metrô Brigadeiro;iPhone 14 Pro;357.21;47;Outro
15:15:00;Esquina Rua da Paz;Samsung Galaxy A52;71.74;59;Masculino
17:00:00;Shopping Pátio Paulista;Realme C35;232.88;57;Outro
17:45:00;MASP;Realme C35;499.84;44;Outro
18:00:00;Esquina Rua da Paz;Samsung Galaxy A52;440.76;33;Outro
15:30:00;Metrô Consolação;Samsung S21;459.86;67;Masculino
13:15:00;Shopping Pátio Paulista;iPhone 11;66.52;22;Outro
21:30:00;Ponto de ônibus Pamplona;iPhone SE;58.42;27;Outro
11:45:00;Metrô Trianon-Masp;Samsung S21;13.09;44;Outro
13:30:00;Metrô Brigadeiro;Realme C35;285.97;36;Feminino
12:00:00;Esquina Rua da Paz;Samsung S21;321.2;51;Outro
17:00:00;Ponto de ônibus Augusta;Motorola G60;37.55;21;Outro
10:45:00;Shopping Cidade São Paulo;iPhone 14 Pro;114.52;28;Masculino
10:45:00;MASP;iPhone 11;498.84;46;Masculino
